Število naseljenih stanovanj po številu sob in številu oseb, obèine, Slovenija, veèletno;;;
;;;
OBÈINE;ŠTEVILO SOB;ŠTEVILO OSEB;2015
Šmarje pri Jelšah;2 sobi;Število oseb -SKUPAJ;673
Šmarje pri Jelšah;2 sobi;1 oseba;202
Šmarje pri Jelšah;2 sobi;2 osebi;190
Šmarje pri Jelšah;2 sobi;3 osebe;111
Šmarje pri Jelšah;2 sobi;4 osebe;92
Šmarje pri Jelšah;2 sobi;5 oseb;47
Šmarje pri Jelšah;2 sobi;6 oseb;17
Šmarje pri Jelšah;2 sobi;7 oseb ali veè;14
Šmarje pri Jelšah;3 sobe;Število oseb -SKUPAJ;1020
Šmarje pri Jelšah;3 sobe;1 oseba;192
Šmarje pri Jelšah;3 sobe;2 osebi;222
Šmarje pri Jelšah;3 sobe;3 osebe;215
Šmarje pri Jelšah;3 sobe;4 osebe;200
Šmarje pri Jelšah;3 sobe;5 oseb;97
Šmarje pri Jelšah;3 sobe;6 oseb;52
Šmarje pri Jelšah;3 sobe;7 oseb ali veè;42
Šmarje pri Jelšah;4 sobe;Število oseb -SKUPAJ;581
Šmarje pri Jelšah;4 sobe;1 oseba;69
Šmarje pri Jelšah;4 sobe;2 osebi;104
Šmarje pri Jelšah;4 sobe;3 osebe;117
Šmarje pri Jelšah;4 sobe;4 osebe;136
Šmarje pri Jelšah;4 sobe;5 oseb;75
Šmarje pri Jelšah;4 sobe;6 oseb;46
Šmarje pri Jelšah;4 sobe;7 oseb ali veè;34
Šmarje pri Jelšah;5 sob ali veè;Število oseb -SKUPAJ;618
Šmarje pri Jelšah;5 sob ali veè;1 oseba;50
Šmarje pri Jelšah;5 sob ali veè;2 osebi;80
Šmarje pri Jelšah;5 sob ali veè;3 osebe;117
Šmarje pri Jelšah;5 sob ali veè;4 osebe;142
Šmarje pri Jelšah;5 sob ali veè;5 oseb;103
Šmarje pri Jelšah;5 sob ali veè;6 oseb;60
Šmarje pri Jelšah;5 sob ali veè;7 oseb ali veè;66
Šmarješke Toplice;Število sob - SKUPAJ;Število oseb -SKUPAJ;998
Šmarješke Toplice;Število sob - SKUPAJ;1 oseba;234
Šmarješke Toplice;Število sob - SKUPAJ;2 osebi;185
Šmarješke Toplice;Število sob - SKUPAJ;3 osebe;166
Šmarješke Toplice;Število sob - SKUPAJ;4 osebe;185
Šmarješke Toplice;Število sob - SKUPAJ;5 oseb;107
Šmarješke Toplice;Število sob - SKUPAJ;6 oseb;72
Šmarješke Toplice;Število sob - SKUPAJ;7 oseb ali veè;49
Šmarješke Toplice;1 soba;Število oseb -SKUPAJ;85
Šmarješke Toplice;1 soba;1 oseba;51
Šmarješke Toplice;1 soba;2 osebi;17
Šmarješke Toplice;1 soba;3 osebe;9
Šmarješke Toplice;1 soba;4 osebe;4
Šmarješke Toplice;1 soba;5 oseb;1
Šmarješke Toplice;1 soba;6 oseb;1
Šmarješke Toplice;1 soba;7 oseb ali veè;2
Šmarješke Toplice;2 sobi;Število oseb -SKUPAJ;197
Šmarješke Toplice;2 sobi;1 oseba;77
Šmarješke Toplice;2 sobi;2 osebi;46
Šmarješke Toplice;2 sobi;3 osebe;27
Šmarješke Toplice;2 sobi;4 osebe;30
Šmarješke Toplice;2 sobi;5 oseb;8
Šmarješke Toplice;2 sobi;6 oseb;6
Šmarješke Toplice;2 sobi;7 oseb ali veè;3
Šmarješke Toplice;3 sobe;Število oseb -SKUPAJ;230
Šmarješke Toplice;3 sobe;1 oseba;52
Šmarješke Toplice;3 sobe;2 osebi;44
Šmarješke Toplice;3 sobe;3 osebe;52
Šmarješke Toplice;3 sobe;4 osebe;41
Šmarješke Toplice;3 sobe;5 oseb;19
Šmarješke Toplice;3 sobe;6 oseb;15
Šmarješke Toplice;3 sobe;7 oseb ali veè;7
Šmarješke Toplice;4 sobe;Število oseb -SKUPAJ;221
Šmarješke Toplice;4 sobe;1 oseba;29
Šmarješke Toplice;4 sobe;2 osebi;51
Šmarješke Toplice;4 sobe;3 osebe;40
Šmarješke Toplice;4 sobe;4 osebe;49
Šmarješke Toplice;4 sobe;5 oseb;31
Šmarješke Toplice;4 sobe;6 oseb;11
Šmarješke Toplice;4 sobe;7 oseb ali veè;10
Šmarješke Toplice;5 sob ali veè;Število oseb -SKUPAJ;265
Šmarješke Toplice;5 sob ali veè;1 oseba;25
Šmarješke Toplice;5 sob ali veè;2 osebi;27
Šmarješke Toplice;5 sob ali veè;3 osebe;38
Šmarješke Toplice;5 sob ali veè;4 osebe;61
Šmarješke Toplice;5 sob ali veè;5 oseb;48
Šmarješke Toplice;5 sob ali veè;6 oseb;39
Šmarješke Toplice;5 sob ali veè;7 oseb ali veè;27
Šmartno ob Paki;Število sob - SKUPAJ;Število oseb -SKUPAJ;975
Šmartno ob Paki;Število sob - SKUPAJ;1 oseba;162
Šmartno ob Paki;Število sob - SKUPAJ;2 osebi;206
Šmartno ob Paki;Število sob - SKUPAJ;3 osebe;207
Šmartno ob Paki;Število sob - SKUPAJ;4 osebe;181
Šmartno ob Paki;Število sob - SKUPAJ;5 oseb;94
Šmartno ob Paki;Število sob - SKUPAJ;6 oseb;75
Šmartno ob Paki;Število sob - SKUPAJ;7 oseb ali veè;50
Šmartno ob Paki;1 soba;Število oseb -SKUPAJ;61
Šmartno ob Paki;1 soba;1 oseba;27
Šmartno ob Paki;1 soba;2 osebi;13
Šmartno ob Paki;1 soba;3 osebe;11
Šmartno ob Paki;1 soba;4 osebe;9
Šmartno ob Paki;1 soba;5 oseb;0
Šmartno ob Paki;1 soba;6 oseb;1
Šmartno ob Paki;1 soba;7 oseb ali veè;0
Šmartno ob Paki;2 sobi;Število oseb -SKUPAJ;173
Šmartno ob Paki;2 sobi;1 oseba;49
Šmartno ob Paki;2 sobi;2 osebi;59
Šmartno ob Paki;2 sobi;3 osebe;35
Šmartno ob Paki;2 sobi;4 osebe;15
Šmartno ob Paki;2 sobi;5 oseb;6
Šmartno ob Paki;2 sobi;6 oseb;4
Šmartno ob Paki;2 sobi;7 oseb ali veè;5
Šmartno ob Paki;3 sobe;Število oseb -SKUPAJ;204
Šmartno ob Paki;3 sobe;1 oseba;44
Šmartno ob Paki;3 sobe;2 osebi;47
Šmartno ob Paki;3 sobe;3 osebe;46
Šmartno ob Paki;3 sobe;4 osebe;32
Šmartno ob Paki;3 sobe;5 oseb;19
Šmartno ob Paki;3 sobe;6 oseb;10
Šmartno ob Paki;3 sobe;7 oseb ali veè;6
Šmartno ob Paki;4 sobe;Število oseb -SKUPAJ;217
Šmartno ob Paki;4 sobe;1 oseba;24
Šmartno ob Paki;4 sobe;2 osebi;47
Šmartno ob Paki;4 sobe;3 osebe;55
Šmartno ob Paki;4 sobe;4 osebe;50
Šmartno ob Paki;4 sobe;5 oseb;20
Šmartno ob Paki;4 sobe;6 oseb;12
Šmartno ob Paki;4 sobe;7 oseb ali veè;9
Šmartno ob Paki;5 sob ali veè;Število oseb -SKUPAJ;320
Šmartno ob Paki;5 sob ali veè;1 oseba;18
Šmartno ob Paki;5 sob ali veè;2 osebi;40
Šmartno ob Paki;5 sob ali veè;3 osebe;60
Šmartno ob Paki;5 sob ali veè;4 osebe;75
Šmartno ob Paki;5 sob ali veè;5 oseb;49
Šmartno ob Paki;5 sob ali veè;6 oseb;48
Šmartno ob Paki;5 sob ali veè;7 oseb ali veè;30
Šmartno pri Litiji;Število sob - SKUPAJ;Število oseb -SKUPAJ;1474
Šmartno pri Litiji;Število sob - SKUPAJ;1 oseba;285
Šmartno pri Litiji;Število sob - SKUPAJ;2 osebi;259
Šmartno pri Litiji;Število sob - SKUPAJ;3 osebe;248
Šmartno pri Litiji;Število sob - SKUPAJ;4 osebe;235
Šmartno pri Litiji;Število sob - SKUPAJ;5 oseb;175
Šmartno pri Litiji;Število sob - SKUPAJ;6 oseb;128
Šmartno pri Litiji;Število sob - SKUPAJ;7 oseb ali veè;144
Šmartno pri Litiji;1 soba;Število oseb -SKUPAJ;95
Šmartno pri Litiji;1 soba;1 oseba;45
Šmartno pri Litiji;1 soba;2 osebi;18
Šmartno pri Litiji;1 soba;3 osebe;19
Šmartno pri Litiji;1 soba;4 osebe;5
Šmartno pri Litiji;1 soba;5 oseb;3
Šmartno pri Litiji;1 soba;6 oseb;4
Šmartno pri Litiji;1 soba;7 oseb ali veè;1
Šmartno pri Litiji;2 sobi;Število oseb -SKUPAJ;303
Šmartno pri Litiji;2 sobi;1 oseba;112
Šmartno pri Litiji;2 sobi;2 osebi;79
Šmartno pri Litiji;2 sobi;3 osebe;49
Šmartno pri Litiji;2 sobi;4 osebe;32
Šmartno pri Litiji;2 sobi;5 oseb;16
Šmartno pri Litiji;2 sobi;6 oseb;8
Šmartno pri Litiji;2 sobi;7 oseb ali veè;7
Šmartno pri Litiji;3 sobe;Število oseb -SKUPAJ;373
Šmartno pri Litiji;3 sobe;1 oseba;67
Šmartno pri Litiji;3 sobe;2 osebi;70
Šmartno pri Litiji;3 sobe;3 osebe;69
Šmartno pri Litiji;3 sobe;4 osebe;56
Šmartno pri Litiji;3 sobe;5 oseb;52
Šmartno pri Litiji;3 sobe;6 oseb;33
Šmartno pri Litiji;3 sobe;7 oseb ali veè;26
Šmartno pri Litiji;4 sobe;Število oseb -SKUPAJ;317
Šmartno pri Litiji;4 sobe;1 oseba;36
Šmartno pri Litiji;4 sobe;2 osebi;57
Šmartno pri Litiji;4 sobe;3 osebe;56
Šmartno pri Litiji;4 sobe;4 osebe;65
Šmartno pri Litiji;4 sobe;5 oseb;37
Šmartno pri Litiji;4 sobe;6 oseb;25
Šmartno pri Litiji;4 sobe;7 oseb ali veè;41
Šmartno pri Litiji;5 sob ali veè;Število oseb -SKUPAJ;386
Šmartno pri Litiji;5 sob ali veè;1 oseba;25
Šmartno pri Litiji;5 sob ali veè;2 osebi;35
Šmartno pri Litiji;5 sob ali veè;3 osebe;55
Šmartno pri Litiji;5 sob ali veè;4 osebe;77
Šmartno pri Litiji;5 sob ali veè;5 oseb;67
Šmartno pri Litiji;5 sob ali veè;6 oseb;58
Šmartno pri Litiji;5 sob ali veè;7 oseb ali veè;69
Šoštanj;Število sob - SKUPAJ;Število oseb -SKUPAJ;2538
Šoštanj;Število sob - SKUPAJ;1 oseba;483
Šoštanj;Število sob - SKUPAJ;2 osebi;539
Šoštanj;Število sob - SKUPAJ;3 osebe;469
Šoštanj;Število sob - SKUPAJ;4 osebe;462
Šoštanj;Število sob - SKUPAJ;5 oseb;249
Šoštanj;Število sob - SKUPAJ;6 oseb;189
Šoštanj;Število sob - SKUPAJ;7 oseb ali veè;147
Šoštanj;1 soba;Število oseb -SKUPAJ;236
Šoštanj;1 soba;1 oseba;129
Šoštanj;1 soba;2 osebi;51
Šoštanj;1 soba;3 osebe;27
Šoštanj;1 soba;4 osebe;15
Šoštanj;1 soba;5 oseb;5
Šoštanj;1 soba;6 oseb;5
Šoštanj;1 soba;7 oseb ali veè;4
Šoštanj;2 sobi;Število oseb -SKUPAJ;518
Šoštanj;2 sobi;1 oseba;147
Šoštanj;2 sobi;2 osebi;137
Šoštanj;2 sobi;3 osebe;96
Šoštanj;2 sobi;4 osebe;90
Šoštanj;2 sobi;5 oseb;26
Šoštanj;2 sobi;6 oseb;13
Šoštanj;2 sobi;7 oseb ali veè;9
Šoštanj;3 sobe;Število oseb -SKUPAJ;664
Šoštanj;3 sobe;1 oseba;146
Šoštanj;3 sobe;2 osebi;181
Šoštanj;3 sobe;3 osebe;146
Šoštanj;3 sobe;4 osebe;99
Šoštanj;3 sobe;5 oseb;45
Šoštanj;3 sobe;6 oseb;32
Šoštanj;3 sobe;7 oseb ali veè;15
Šoštanj;4 sobe;Število oseb -SKUPAJ;402
Šoštanj;4 sobe;1 oseba;28
Šoštanj;4 sobe;2 osebi;82
Šoštanj;4 sobe;3 osebe;80
Šoštanj;4 sobe;4 osebe;94
Šoštanj;4 sobe;5 oseb;56
Šoštanj;4 sobe;6 oseb;33
Šoštanj;4 sobe;7 oseb ali veè;29
Šoštanj;5 sob ali veè;Število oseb -SKUPAJ;718
Šoštanj;5 sob ali veè;1 oseba;33
Šoštanj;5 sob ali veè;2 osebi;88
Šoštanj;5 sob ali veè;3 osebe;120
Šoštanj;5 sob ali veè;4 osebe;164
Šoštanj;5 sob ali veè;5 oseb;117
Šoštanj;5 sob ali veè;6 oseb;106
Šoštanj;5 sob ali veè;7 oseb ali veè;90
Štore;Število sob - SKUPAJ;Število oseb -SKUPAJ;1328
Štore;Število sob - SKUPAJ;1 oseba;284
Štore;Število sob - SKUPAJ;2 osebi;335
Štore;Število sob - SKUPAJ;3 osebe;261
Štore;Število sob - SKUPAJ;4 osebe;204
Štore;Število sob - SKUPAJ;5 oseb;118
Štore;Število sob - SKUPAJ;6 oseb;79
Štore;Število sob - SKUPAJ;7 oseb ali veè;47
Štore;1 soba;Število oseb -SKUPAJ;185
Štore;1 soba;1 oseba;68
Štore;1 soba;2 osebi;57
Štore;1 soba;3 osebe;37
Štore;1 soba;4 osebe;13
Štore;1 soba;5 oseb;8
Štore;1 soba;6 oseb;1
Štore;1 soba;7 oseb ali veè;1
Štore;2 sobi;Število oseb -SKUPAJ;427
Štore;2 sobi;1 oseba;124
Štore;2 sobi;2 osebi;128
Štore;2 sobi;3 osebe;70
Štore;2 sobi;4 osebe;57
Štore;2 sobi;5 oseb;31
Štore;2 sobi;6 oseb;11
Štore;2 sobi;7 oseb ali veè;6
Štore;3 sobe;Število oseb -SKUPAJ;363
Štore;3 sobe;1 oseba;55
Štore;3 sobe;2 osebi;90
Štore;3 sobe;3 osebe;82
Štore;3 sobe;4 osebe;62
Štore;3 sobe;5 oseb;27
Štore;3 sobe;6 oseb;35
Štore;3 sobe;7 oseb ali veè;12
Štore;4 sobe;Število oseb -SKUPAJ;156
Štore;4 sobe;1 oseba;21
Štore;4 sobe;2 osebi;37
Štore;4 sobe;3 osebe;35
Štore;4 sobe;4 osebe;27
Štore;4 sobe;5 oseb;21
Štore;4 sobe;6 oseb;9
Štore;4 sobe;7 oseb ali veè;6
Štore;5 sob ali veè;Število oseb -SKUPAJ;197
Štore;5 sob ali veè;1 oseba;16
Štore;5 sob ali veè;2 osebi;23
Štore;5 sob ali veè;3 osebe;37
Štore;5 sob ali veè;4 osebe;45
Štore;5 sob ali veè;5 oseb;31
Štore;5 sob ali veè;6 oseb;23
Štore;5 sob ali veè;7 oseb ali veè;22
Tabor;Število sob - SKUPAJ;Število oseb -SKUPAJ;490
Tabor;Število sob - SKUPAJ;1 oseba;73
Tabor;Število sob - SKUPAJ;2 osebi;113
Tabor;Število sob - SKUPAJ;3 osebe;97
Tabor;Število sob - SKUPAJ;4 osebe;90
Tabor;Število sob - SKUPAJ;5 oseb;53
Tabor;Število sob - SKUPAJ;6 oseb;34
Tabor;Število sob - SKUPAJ;7 oseb ali veè;30
Tabor;1 soba;Število oseb -SKUPAJ;19
Tabor;1 soba;1 oseba;8
Tabor;1 soba;2 osebi;5
Tabor;1 soba;3 osebe;1
Tabor;1 soba;4 osebe;1
Tabor;1 soba;5 oseb;3
Tabor;1 soba;6 oseb;1
Tabor;1 soba;7 oseb ali veè;0
Tabor;2 sobi;Število oseb -SKUPAJ;86
Tabor;2 sobi;1 oseba;22
Tabor;2 sobi;2 osebi;30
Tabor;2 sobi;3 osebe;15
Tabor;2 sobi;4 osebe;8
Tabor;2 sobi;5 oseb;5
Tabor;2 sobi;6 oseb;3
Tabor;2 sobi;7 oseb ali veè;3
Tabor;3 sobe;Število oseb -SKUPAJ;140
Tabor;3 sobe;1 oseba;23
Tabor;3 sobe;2 osebi;33
Tabor;3 sobe;3 osebe;28
Tabor;3 sobe;4 osebe;22
Tabor;3 sobe;5 oseb;16
Tabor;3 sobe;6 oseb;9
Tabor;3 sobe;7 oseb ali veè;9
Tabor;4 sobe;Število oseb -SKUPAJ;116
Tabor;4 sobe;1 oseba;11
Tabor;4 sobe;2 osebi;25
Tabor;4 sobe;3 osebe;24
Tabor;4 sobe;4 osebe;28
Tabor;4 sobe;5 oseb;9
Tabor;4 sobe;6 oseb;10
Tabor;4 sobe;7 oseb ali veè;9
Tabor;5 sob ali veè;Število oseb -SKUPAJ;129
Tabor;5 sob ali veè;1 oseba;9
Tabor;5 sob ali veè;2 osebi;20
Tabor;5 sob ali veè;3 osebe;29
Tabor;5 sob ali veè;4 osebe;31
Tabor;5 sob ali veè;5 oseb;20
Tabor;5 sob ali veè;6 oseb;11
Tabor;5 sob ali veè;7 oseb ali veè;9
Tišina;Število sob - SKUPAJ;Število oseb -SKUPAJ;1179
Tišina;Število sob - SKUPAJ;1 oseba;158
Tišina;Število sob - SKUPAJ;2 osebi;223
Tišina;Število sob - SKUPAJ;3 osebe;260
Tišina;Število sob - SKUPAJ;4 osebe;250
Tišina;Število sob - SKUPAJ;5 oseb;145
Tišina;Število sob - SKUPAJ;6 oseb;83
Tišina;Število sob - SKUPAJ;7 oseb ali veè;60
Tišina;1 soba;Število oseb -SKUPAJ;17
Tišina;1 soba;1 oseba;5
Tišina;1 soba;2 osebi;5
Tišina;1 soba;3 osebe;4
Tišina;1 soba;4 osebe;1
Tišina;1 soba;5 oseb;1
Tišina;1 soba;6 oseb;1
Tišina;1 soba;7 oseb ali veè;0
Tišina;2 sobi;Število oseb -SKUPAJ;143
Tišina;2 sobi;1 oseba;47
Tišina;2 sobi;2 osebi;39
Tišina;2 sobi;3 osebe;27
Tišina;2 sobi;4 osebe;18
Tišina;2 sobi;5 oseb;3
Tišina;2 sobi;6 oseb;5
Tišina;2 sobi;7 oseb ali veè;4
Tišina;3 sobe;Število oseb -SKUPAJ;345
Tišina;3 sobe;1 oseba;45
Tišina;3 sobe;2 osebi;81
Tišina;3 sobe;3 osebe;90
Tišina;3 sobe;4 osebe;68
Tišina;3 sobe;5 oseb;36
Tišina;3 sobe;6 oseb;11
Tišina;3 sobe;7 oseb ali veè;14
Tišina;4 sobe;Število oseb -SKUPAJ;325
Tišina;4 sobe;1 oseba;36
Tišina;4 sobe;2 osebi;56
Tišina;4 sobe;3 osebe;68
Tišina;4 sobe;4 osebe;77
Tišina;4 sobe;5 oseb;44
Tišina;4 sobe;6 oseb;27
Tišina;4 sobe;7 oseb ali veè;17
Tišina;5 sob ali veè;Število oseb -SKUPAJ;349
Tišina;5 sob ali veè;1 oseba;25
Tišina;5 sob ali veè;2 osebi;42
Tišina;5 sob ali veè;3 osebe;71
Tišina;5 sob ali veè;4 osebe;86
Tišina;5 sob ali veè;5 oseb;61
Tišina;5 sob ali veè;6 oseb;39
Tišina;5 sob ali veè;7 oseb ali veè;25
Tolmin;Število sob - SKUPAJ;Število oseb -SKUPAJ;3930
Tolmin;Število sob - SKUPAJ;1 oseba;1069
Tolmin;Število sob - SKUPAJ;2 osebi;915
Tolmin;Število sob - SKUPAJ;3 osebe;755
Tolmin;Število sob - SKUPAJ;4 osebe;615
Tolmin;Število sob - SKUPAJ;5 oseb;308
Tolmin;Število sob - SKUPAJ;6 oseb;146
Tolmin;Število sob - SKUPAJ;7 oseb ali veè;122
Tolmin;1 soba;Število oseb -SKUPAJ;250
Tolmin;1 soba;1 oseba;152
Tolmin;1 soba;2 osebi;51
Tolmin;1 soba;3 osebe;22
Tolmin;1 soba;4 osebe;17
Tolmin;1 soba;5 oseb;2
Tolmin;1 soba;6 oseb;3
Tolmin;1 soba;7 oseb ali veè;3
Tolmin;2 sobi;Število oseb -SKUPAJ;600
Tolmin;2 sobi;1 oseba;231
Tolmin;2 sobi;2 osebi;130
Tolmin;2 sobi;3 osebe;118
Tolmin;2 sobi;4 osebe;75
Tolmin;2 sobi;5 oseb;26
Tolmin;2 sobi;6 oseb;9
Tolmin;2 sobi;7 oseb ali veè;11
Tolmin;3 sobe;Število oseb -SKUPAJ;1132
Tolmin;3 sobe;1 oseba;345
Tolmin;3 sobe;2 osebi;311
Tolmin;3 sobe;3 osebe;227
Tolmin;3 sobe;4 osebe;162
Tolmin;3 sobe;5 oseb;52
Tolmin;3 sobe;6 oseb;21
Tolmin;3 sobe;7 oseb ali veè;14
Tolmin;4 sobe;Število oseb -SKUPAJ;946
Tolmin;4 sobe;1 oseba;193
Tolmin;4 sobe;2 osebi;231
Tolmin;4 sobe;3 osebe;196
Tolmin;4 sobe;4 osebe;170
Tolmin;4 sobe;5 oseb;90
Tolmin;4 sobe;6 oseb;37
Tolmin;4 sobe;7 oseb ali veè;29
Tolmin;5 sob ali veè;Število oseb -SKUPAJ;1002
Tolmin;5 sob ali veè;1 oseba;148
Tolmin;5 sob ali veè;2 osebi;192
Tolmin;5 sob ali veè;3 osebe;192
Tolmin;5 sob ali veè;4 osebe;191
Tolmin;5 sob ali veè;5 oseb;138
Tolmin;5 sob ali veè;6 oseb;76
Tolmin;5 sob ali veè;7 oseb ali veè;65
Trbovlje;Število sob - SKUPAJ;Število oseb -SKUPAJ;6357
Trbovlje;Število sob - SKUPAJ;1 oseba;1758
Trbovlje;Število sob - SKUPAJ;2 osebi;1799
Trbovlje;Število sob - SKUPAJ;3 osebe;1328
Trbovlje;Število sob - SKUPAJ;4 osebe;894
Trbovlje;Število sob - SKUPAJ;5 oseb;331
Trbovlje;Število sob - SKUPAJ;6 oseb;151
Trbovlje;Število sob - SKUPAJ;7 oseb ali veè;96
Trbovlje;1 soba;Število oseb -SKUPAJ;1267
Trbovlje;1 soba;1 oseba;573
Trbovlje;1 soba;2 osebi;349
Trbovlje;1 soba;3 osebe;179
Trbovlje;1 soba;4 osebe;122
Trbovlje;1 soba;5 oseb;30
Trbovlje;1 soba;6 oseb;11
Trbovlje;1 soba;7 oseb ali veè;3
Trbovlje;2 sobi;Število oseb -SKUPAJ;2352
Trbovlje;2 sobi;1 oseba;743
Trbovlje;2 sobi;2 osebi;731
Trbovlje;2 sobi;3 osebe;499
Trbovlje;2 sobi;4 osebe;271
Trbovlje;2 sobi;5 oseb;70
Trbovlje;2 sobi;6 oseb;21
Trbovlje;2 sobi;7 oseb ali veè;17
Trbovlje;3 sobe;Število oseb -SKUPAJ;1577
Trbovlje;3 sobe;1 oseba;309
Trbovlje;3 sobe;2 osebi;476
Trbovlje;3 sobe;3 osebe;383
Trbovlje;3 sobe;4 osebe;273
Trbovlje;3 sobe;5 oseb;79
Trbovlje;3 sobe;6 oseb;36
Trbovlje;3 sobe;7 oseb ali veè;21
Trbovlje;4 sobe;Število oseb -SKUPAJ;544
Trbovlje;4 sobe;1 oseba;83
Trbovlje;4 sobe;2 osebi;143
Trbovlje;4 sobe;3 osebe;139
Trbovlje;4 sobe;4 osebe;104
Trbovlje;4 sobe;5 oseb;48
Trbovlje;4 sobe;6 oseb;17
Trbovlje;4 sobe;7 oseb ali veè;10
Trbovlje;5 sob ali veè;Število oseb -SKUPAJ;617
Trbovlje;5 sob ali veè;1 oseba;50
Trbovlje;5 sob ali veè;2 osebi;100
Trbovlje;5 sob ali veè;3 osebe;128
Trbovlje;5 sob ali veè;4 osebe;124
Trbovlje;5 sob ali veè;5 oseb;104
Trbovlje;5 sob ali veè;6 oseb;66
Trbovlje;5 sob ali veè;7 oseb ali veè;45
Trebnje;Število sob - SKUPAJ;Število oseb -SKUPAJ;3589
Trebnje;Število sob - SKUPAJ;1 oseba;769
Trebnje;Število sob - SKUPAJ;2 osebi;713
Trebnje;Število sob - SKUPAJ;3 osebe;608
Trebnje;Število sob - SKUPAJ;4 osebe;643
Trebnje;Število sob - SKUPAJ;5 oseb;396
Trebnje;Število sob - SKUPAJ;6 oseb;262
Trebnje;Število sob - SKUPAJ;7 oseb ali veè;198
Trebnje;1 soba;Število oseb -SKUPAJ;292
Trebnje;1 soba;1 oseba;163
Trebnje;1 soba;2 osebi;70
Trebnje;1 soba;3 osebe;20
Trebnje;1 soba;4 osebe;19
Trebnje;1 soba;5 oseb;9
Trebnje;1 soba;6 oseb;5
Trebnje;1 soba;7 oseb ali veè;6
Trebnje;2 sobi;Število oseb -SKUPAJ;839
Trebnje;2 sobi;1 oseba;281
Trebnje;2 sobi;2 osebi;211
Trebnje;2 sobi;3 osebe;122
Trebnje;2 sobi;4 osebe;114
Trebnje;2 sobi;5 oseb;55
Trebnje;2 sobi;6 oseb;28
Trebnje;2 sobi;7 oseb ali veè;28
Trebnje;3 sobe;Število oseb -SKUPAJ;949
Trebnje;3 sobe;1 oseba;187
Trebnje;3 sobe;2 osebi;225
Trebnje;3 sobe;3 osebe;177
Trebnje;3 sobe;4 osebe;167
Trebnje;3 sobe;5 oseb;109
Trebnje;3 sobe;6 oseb;51
Trebnje;3 sobe;7 oseb ali veè;33
Trebnje;4 sobe;Število oseb -SKUPAJ;707
Trebnje;4 sobe;1 oseba;70
Trebnje;4 sobe;2 osebi;103
Trebnje;4 sobe;3 osebe;168
Trebnje;4 sobe;4 osebe;169
Trebnje;4 sobe;5 oseb;86
Trebnje;4 sobe;6 oseb;65
Trebnje;4 sobe;7 oseb ali veè;46
Trebnje;5 sob ali veè;Število oseb -SKUPAJ;802
Trebnje;5 sob ali veè;1 oseba;68
Trebnje;5 sob ali veè;2 osebi;104
Trebnje;5 sob ali veè;3 osebe;121
Trebnje;5 sob ali veè;4 osebe;174
Trebnje;5 sob ali veè;5 oseb;137
Trebnje;5 sob ali veè;6 oseb;113
Trebnje;5 sob ali veè;7 oseb ali veè;85
Trnovska vas;Število sob - SKUPAJ;Število oseb -SKUPAJ;383
Trnovska vas;Število sob - SKUPAJ;1 oseba;72
Trnovska vas;Število sob - SKUPAJ;2 osebi;62
Trnovska vas;Število sob - SKUPAJ;3 osebe;62
Trnovska vas;Število sob - SKUPAJ;4 osebe;90
Trnovska vas;Število sob - SKUPAJ;5 oseb;55
Trnovska vas;Število sob - SKUPAJ;6 oseb;25
Trnovska vas;Število sob - SKUPAJ;7 oseb ali veè;17
Trnovska vas;1 soba;Število oseb -SKUPAJ;27
Trnovska vas;1 soba;1 oseba;16
Trnovska vas;1 soba;2 osebi;0
Trnovska vas;1 soba;3 osebe;5
Trnovska vas;1 soba;4 osebe;4
Trnovska vas;1 soba;5 oseb;2
Trnovska vas;1 soba;6 oseb;0
Trnovska vas;1 soba;7 oseb ali veè;0
Trnovska vas;2 sobi;Število oseb -SKUPAJ;74
Trnovska vas;2 sobi;1 oseba;24
Trnovska vas;2 sobi;2 osebi;22
Trnovska vas;2 sobi;3 osebe;12
Trnovska vas;2 sobi;4 osebe;10
Trnovska vas;2 sobi;5 oseb;3
Trnovska vas;2 sobi;6 oseb;3
Trnovska vas;2 sobi;7 oseb ali veè;0
Trnovska vas;3 sobe;Število oseb -SKUPAJ;158
Trnovska vas;3 sobe;1 oseba;23
Trnovska vas;3 sobe;2 osebi;31
Trnovska vas;3 sobe;3 osebe;25
Trnovska vas;3 sobe;4 osebe;37
Trnovska vas;3 sobe;5 oseb;26
Trnovska vas;3 sobe;6 oseb;8
Trnovska vas;3 sobe;7 oseb ali veè;8
Trnovska vas;4 sobe;Število oseb -SKUPAJ;77
Trnovska vas;4 sobe;1 oseba;8
Trnovska vas;4 sobe;2 osebi;7
Trnovska vas;4 sobe;3 osebe;13
Trnovska vas;4 sobe;4 osebe;29
Trnovska vas;4 sobe;5 oseb;11
Trnovska vas;4 sobe;6 oseb;5
Trnovska vas;4 sobe;7 oseb ali veè;4
Trnovska vas;5 sob ali veè;Število oseb -SKUPAJ;47
Trnovska vas;5 sob ali veè;1 oseba;1
Trnovska vas;5 sob ali veè;2 osebi;2
Trnovska vas;5 sob ali veè;3 osebe;7
Trnovska vas;5 sob ali veè;4 osebe;10
Trnovska vas;5 sob ali veè;5 oseb;13
Trnovska vas;5 sob ali veè;6 oseb;9
Trnovska vas;5 sob ali veè;7 oseb ali veè;5
Trzin;Število sob - SKUPAJ;Število oseb -SKUPAJ;1206
